Transaction ID,Date,Customer ID,Quantity,Price per Unit,Total Amount,Retail Category,Product Name
435,2023-12-20,CUST435,3,48,144,Minuman,Pocari Sweat
436,2023-03-18,CUST436,4,58,232,Susu,Bear Brand
437,2023-10-07,CUST437,4,24,96,Minuman,Aqua 600ml
438,2023-01-19,CUST438,1,40,40,Kopi,Good Day
439,2023-07-09,CUST439,3,42,126,Kopi,Kapal Api
440,2023-10-26,CUST440,2,45,90,Snack,Taro
441,2023-10-10,CUST441,4,38,152,Mi Instan,Mie Sedaap Soto
442,2023-03-17,CUST442,4,34,136,Mi Instan,Sarimi Ayam
443,2023-08-09,CUST443,2,40,80,Sabun,Dettol
444,2023-03-07,CUST444,3,35,105,Sabun,Lifebuoy
445,2023-01-22,CUST445,1,38,38,Kopi,ABC Coffee
446,2023-06-07,CUST446,1,36,36,Mi Instan,Indomie Goreng
447,2023-07-06,CUST447,4,50,200,Snack,Qtela
448,2023-01-21,CUST448,2,40,80,Kopi,Good Day
449,2023-07-03,CUST449,4,32,128,Sabun,Lux
450,2023-04-18,CUST450,2,34,68,Mi Instan,Sarimi Ayam
451,2023-12-16,CUST451,1,60,60,Susu,Dancow
452,2023-05-08,CUST452,3,60,180,Susu,Dancow
453,2023-12-08,CUST453,2,40,80,Sabun,Dettol
454,2023-02-22,CUST454,1,38,38,Mi Instan,Mie Sedaap Soto
455,2023-07-01,CUST455,4,45,180,Snack,Taro
456,2023-10-14,CUST456,2,34,68,Mi Instan,Sarimi Ayam
457,2023-07-28,CUST457,3,60,180,Susu,Dancow
458,2023-11-14,CUST458,4,38,152,Mi Instan,Mie Sedaap Soto
459,2023-03-21,CUST459,4,34,136,Mi Instan,Sarimi Ayam
460,2023-05-02,CUST460,1,48,48,Minuman,Pocari Sweat
461,2023-03-25,CUST461,2,32,64,Sabun,Lux
462,2023-04-01,CUST462,4,38,152,Kopi,ABC Coffee
463,2023-07-31,CUST463,3,38,114,Mi Instan,Mie Sedaap Soto
464,2023-01-13,CUST464,2,32,64,Sabun,Lux
465,2023-04-02,CUST465,3,58,174,Susu,Bear Brand
466,2023-06-20,CUST466,4,48,192,Minuman,Pocari Sweat
467,2023-07-30,CUST467,3,52,156,Susu,Ultra Milk
468,2023-12-09,CUST468,1,40,40,Sabun,Dettol
469,2023-05-08,CUST469,3,52,156,Susu,Ultra Milk
470,2023-05-17,CUST470,2,58,116,Susu,Bear Brand
471,2023-03-23,CUST471,3,24,72,Minuman,Aqua 600ml
472,2023-12-26,CUST472,3,36,108,Mi Instan,Indomie Goreng
473,2023-02-25,CUST473,1,45,45,Snack,Taro
474,2023-07-15,CUST474,3,35,105,Sabun,Lifebuoy
475,2023-01-20,CUST475,3,45,135,Snack,Taro
476,2023-08-29,CUST476,4,45,180,Snack,Taro
477,2023-04-24,CUST477,4,48,192,Minuman,Pocari Sweat
478,2023-04-13,CUST478,2,50,100,Snack,Qtela
479,2023-08-24,CUST479,4,60,240,Susu,Dancow
480,2023-06-29,CUST480,4,38,152,Kopi,ABC Coffee
481,2023-06-06,CUST481,4,30,120,Minuman,Teh Botol
482,2023-04-27,CUST482,4,40,160,Sabun,Dettol
483,2023-04-25,CUST483,1,36,36,Mi Instan,Indomie Goreng
484,2023-01-13,CUST484,4,38,152,Mi Instan,Mie Sedaap Soto
485,2023-12-04,CUST485,1,40,40,Sabun,Dettol
486,2023-04-09,CUST486,1,60,60,Susu,Dancow
487,2023-07-24,CUST487,4,42,168,Kopi,Kapal Api
488,2023-06-18,CUST488,3,36,108,Mi Instan,Indomie Goreng
489,2023-05-23,CUST489,1,36,36,Mi Instan,Indomie Goreng
490,2023-02-05,CUST490,3,50,150,Snack,Qtela
491,2023-05-23,CUST491,3,52,156,Susu,Ultra Milk
492,2023-06-29,CUST492,4,40,160,Kopi,Good Day
493,2023-11-25,CUST493,2,38,76,Kopi,ABC Coffee
494,2023-09-18,CUST494,4,60,240,Susu,Dancow
495,2023-07-24,CUST495,2,55,110,Snack,Chitato
496,2023-12-14,CUST496,2,60,120,Susu,Dancow
497,2023-10-02,CUST497,4,48,192,Minuman,Pocari Sweat
498,2023-06-19,CUST498,4,40,160,Sabun,Dettol
499,2023-01-15,CUST499,2,48,96,Minuman,Pocari Sweat
500,2023-03-01,CUST500,4,40,160,Sabun,Dettol
501,2023-05-14,CUST501,2,50,100,Snack,Qtela
502,2023-04-02,CUST502,3,32,96,Sabun,Lux
503,2023-10-25,CUST503,4,45,180,Snack,Taro
504,2023-05-16,CUST504,3,36,108,Mi Instan,Indomie Goreng
505,2023-01-20,CUST505,1,35,35,Sabun,Lifebuoy
506,2023-02-25,CUST506,3,36,108,Mi Instan,Indomie Goreng
507,2023-11-02,CUST507,3,30,90,Minuman,Teh Botol
508,2023-08-11,CUST508,2,58,116,Susu,Bear Brand
509,2023-06-26,CUST509,3,55,165,Snack,Chitato
510,2023-06-10,CUST510,4,55,220,Snack,Chitato
511,2023-08-12,CUST511,2,38,76,Mi Instan,Mie Sedaap Soto
512,2023-11-07,CUST512,1,36,36,Mi Instan,Indomie Goreng
513,2023-09-19,CUST513,4,50,200,Snack,Qtela
514,2023-03-01,CUST514,1,55,55,Snack,Chitato
515,2023-07-17,CUST515,3,42,126,Kopi,Kapal Api
516,2023-10-23,CUST516,4,45,180,Snack,Taro
517,2023-04-08,CUST517,4,45,180,Snack,Taro
518,2023-05-11,CUST518,1,52,52,Susu,Ultra Milk
519,2023-01-23,CUST519,4,45,180,Snack,Taro
520,2023-12-29,CUST520,4,50,200,Snack,Qtela
521,2023-08-12,CUST521,4,50,200,Snack,Qtela
522,2023-01-01,CUST522,3,32,96,Sabun,Lux
523,2023-09-24,CUST523,1,42,42,Kopi,Kapal Api
524,2023-10-03,CUST524,4,38,152,Mi Instan,Mie Sedaap Soto
525,2023-12-18,CUST525,2,38,76,Mi Instan,Mie Sedaap Soto
526,2023-12-10,CUST526,2,24,48,Minuman,Aqua 600ml
527,2023-04-11,CUST527,2,58,116,Susu,Bear Brand
528,2023-07-06,CUST528,2,45,90,Snack,Taro
529,2023-08-09,CUST529,3,36,108,Mi Instan,Indomie Goreng
530,2023-02-05,CUST530,4,36,144,Mi Instan,Indomie Goreng
531,2023-12-07,CUST531,1,30,30,Minuman,Teh Botol
532,2023-06-19,CUST532,4,50,200,Snack,Qtela
533,2023-11-16,CUST533,3,34,102,Mi Instan,Sarimi Ayam
534,2023-06-10,CUST534,2,34,68,Mi Instan,Sarimi Ayam
535,2023-12-06,CUST535,3,34,102,Mi Instan,Sarimi Ayam
536,2023-03-05,CUST536,4,40,160,Kopi,Good Day
537,2023-06-03,CUST537,1,45,45,Snack,Taro
538,2023-09-17,CUST538,3,40,120,Sabun,Dettol
539,2023-06-08,CUST539,1,45,45,Snack,Taro
540,2023-12-08,CUST540,3,52,156,Susu,Ultra Milk
541,2023-07-29,CUST541,1,58,58,Susu,Bear Brand
542,2023-06-17,CUST542,1,48,48,Minuman,Pocari Sweat
543,2023-07-26,CUST543,2,52,104,Susu,Ultra Milk
544,2023-12-23,CUST544,1,34,34,Mi Instan,Sarimi Ayam
545,2023-06-01,CUST545,2,24,48,Minuman,Aqua 600ml
546,2023-10-11,CUST546,4,32,128,Sabun,Lux
547,2023-03-07,CUST547,4,40,160,Sabun,Dettol
548,2023-04-09,CUST548,2,40,80,Kopi,Good Day
549,2023-08-04,CUST549,2,24,48,Minuman,Aqua 600ml
550,2023-12-07,CUST550,3,40,120,Kopi,Good Day
551,2023-07-14,CUST551,3,35,105,Sabun,Lifebuoy
552,2023-12-13,CUST552,3,24,72,Minuman,Aqua 600ml
553,2023-03-31,CUST553,4,24,96,Minuman,Aqua 600ml
554,2023-11-12,CUST554,3,24,72,Minuman,Aqua 600ml
555,2023-10-19,CUST555,1,55,55,Snack,Chitato
556,2023-06-04,CUST556,1,32,32,Sabun,Lux
557,2023-07-27,CUST557,3,52,156,Susu,Ultra Milk
558,2023-10-08,CUST558,1,32,32,Sabun,Lux
559,2023-01-01,CUST559,4,38,152,Kopi,ABC Coffee
560,2023-06-05,CUST560,1,60,60,Susu,Dancow
561,2023-05-27,CUST561,4,58,232,Susu,Bear Brand
562,2023-04-18,CUST562,2,40,80,Kopi,Good Day
563,2023-08-09,CUST563,2,50,100,Snack,Qtela
564,2023-10-24,CUST564,2,55,110,Snack,Chitato
565,2023-11-07,CUST565,2,58,116,Susu,Bear Brand
566,2023-12-02,CUST566,1,35,35,Sabun,Lifebuoy
567,2023-06-14,CUST567,3,42,126,Kopi,Kapal Api
568,2023-08-27,CUST568,1,42,42,Kopi,Kapal Api
569,2023-08-15,CUST569,4,30,120,Minuman,Teh Botol
570,2023-08-15,CUST570,1,38,38,Kopi,ABC Coffee
571,2023-12-12,CUST571,1,50,50,Snack,Qtela
572,2023-04-20,CUST572,4,42,168,Kopi,Kapal Api
573,2023-09-19,CUST573,2,48,96,Minuman,Pocari Sweat
574,2023-08-31,CUST574,2,35,70,Sabun,Lifebuoy
575,2023-03-28,CUST575,2,24,48,Minuman,Aqua 600ml
576,2023-12-04,CUST576,3,42,126,Kopi,Kapal Api
577,2023-02-13,CUST577,4,48,192,Minuman,Pocari Sweat
578,2023-05-26,CUST578,4,50,200,Snack,Qtela
579,2023-09-21,CUST579,1,55,55,Snack,Chitato
580,2023-12-06,CUST580,3,36,108,Mi Instan,Indomie Goreng
581,2023-11-21,CUST581,2,36,72,Mi Instan,Indomie Goreng
582,2023-11-14,CUST582,3,48,144,Minuman,Pocari Sweat
583,2023-06-21,CUST583,4,24,96,Minuman,Aqua 600ml
584,2023-02-17,CUST584,4,60,240,Susu,Dancow
585,2023-05-01,CUST585,1,45,45,Snack,Taro
586,2023-12-11,CUST586,1,40,40,Kopi,Good Day
587,2023-06-08,CUST587,4,36,144,Mi Instan,Indomie Goreng
588,2023-04-26,CUST588,2,30,60,Minuman,Teh Botol
589,2023-04-12,CUST589,2,40,80,Kopi,Good Day
590,2023-03-17,CUST590,3,30,90,Minuman,Teh Botol
591,2023-01-13,CUST591,4,38,152,Kopi,ABC Coffee
592,2023-01-24,CUST592,4,34,136,Mi Instan,Sarimi Ayam
593,2023-05-06,CUST593,2,40,80,Kopi,Good Day
594,2023-09-01,CUST594,2,40,80,Kopi,Good Day
595,2023-11-09,CUST595,4,32,128,Sabun,Lux
596,2023-02-07,CUST596,1,36,36,Mi Instan,Indomie Goreng
597,2023-08-22,CUST597,4,34,136,Mi Instan,Sarimi Ayam
598,2023-08-01,CUST598,4,48,192,Minuman,Pocari Sweat
599,2023-11-19,CUST599,2,34,68,Mi Instan,Sarimi Ayam
600,2023-10-22,CUST600,2,40,80,Sabun,Dettol
601,2023-04-10,CUST601,1,40,40,Kopi,Good Day
602,2023-12-23,CUST602,1,48,48,Minuman,Pocari Sweat
603,2023-07-16,CUST603,3,40,120,Kopi,Good Day
604,2023-09-11,CUST604,4,48,192,Minuman,Pocari Sweat
605,2023-07-24,CUST605,2,45,90,Snack,Taro
606,2023-05-05,CUST606,1,40,40,Sabun,Dettol
607,2023-03-17,CUST607,3,38,114,Kopi,ABC Coffee
608,2023-12-02,CUST608,3,38,114,Mi Instan,Mie Sedaap Soto
609,2023-12-19,CUST609,2,38,76,Kopi,ABC Coffee
610,2023-01-03,CUST610,2,60,120,Susu,Dancow
611,2023-02-24,CUST611,3,50,150,Snack,Qtela
612,2023-08-06,CUST612,1,50,50,Snack,Qtela
613,2023-04-23,CUST613,3,35,105,Sabun,Lifebuoy
614,2023-04-01,CUST614,4,34,136,Mi Instan,Sarimi Ayam
615,2023-12-23,CUST615,4,36,144,Mi Instan,Indomie Goreng
616,2023-09-23,CUST616,2,40,80,Kopi,Good Day
617,2023-08-26,CUST617,1,60,60,Susu,Dancow
618,2023-01-26,CUST618,1,24,24,Minuman,Aqua 600ml
619,2023-10-13,CUST619,4,45,180,Snack,Taro
620,2023-05-08,CUST620,3,48,144,Minuman,Pocari Sweat
621,2023-03-04,CUST621,2,40,80,Kopi,Good Day
622,2023-08-22,CUST622,3,35,105,Sabun,Lifebuoy
623,2023-03-10,CUST623,3,36,108,Mi Instan,Indomie Goreng
624,2023-08-26,CUST624,3,60,180,Susu,Dancow
625,2023-12-08,CUST625,1,38,38,Mi Instan,Mie Sedaap Soto
626,2023-09-29,CUST626,4,40,160,Kopi,Good Day
627,2023-10-14,CUST627,1,35,35,Sabun,Lifebuoy
628,2023-11-01,CUST628,4,35,140,Sabun,Lifebuoy
629,2023-06-12,CUST629,2,48,96,Minuman,Pocari Sweat
630,2023-08-15,CUST630,2,32,64,Sabun,Lux
631,2023-11-10,CUST631,3,60,180,Susu,Dancow
632,2023-09-16,CUST632,4,50,200,Snack,Qtela
633,2023-08-07,CUST633,4,50,200,Snack,Qtela
634,2023-10-08,CUST634,4,36,144,Mi Instan,Indomie Goreng
635,2023-08-17,CUST635,3,58,174,Susu,Bear Brand
636,2023-03-23,CUST636,3,38,114,Mi Instan,Mie Sedaap Soto
637,2023-09-01,CUST637,2,38,76,Kopi,ABC Coffee
638,2023-08-19,CUST638,1,40,40,Kopi,Good Day
639,2023-05-13,CUST639,4,36,144,Mi Instan,Indomie Goreng
640,2023-05-07,CUST640,4,58,232,Susu,Bear Brand
641,2023-11-23,CUST641,1,60,60,Susu,Dancow
642,2023-05-22,CUST642,4,40,160,Kopi,Good Day
643,2023-09-24,CUST643,3,42,126,Kopi,Kapal Api
644,2023-09-06,CUST644,3,38,114,Kopi,ABC Coffee
645,2023-11-17,CUST645,4,48,192,Minuman,Pocari Sweat
646,2023-05-03,CUST646,3,58,174,Susu,Bear Brand
647,2023-05-21,CUST647,3,52,156,Susu,Ultra Milk
648,2023-08-14,CUST648,4,38,152,Mi Instan,Mie Sedaap Soto
649,2023-02-09,CUST649,2,24,48,Minuman,Aqua 600ml
650,2024-01-01,CUST650,1,32,32,Sabun,Lux
651,2023-05-27,CUST651,3,60,180,Susu,Dancow
652,2023-05-01,CUST652,2,40,80,Kopi,Good Day
653,2023-05-20,CUST653,3,48,144,Minuman,Pocari Sweat
654,2023-06-21,CUST654,3,58,174,Susu,Bear Brand
655,2023-06-13,CUST655,1,48,48,Minuman,Pocari Sweat
656,2023-10-04,CUST656,3,55,165,Snack,Chitato
657,2023-02-11,CUST657,1,60,60,Susu,Dancow
658,2023-03-12,CUST658,1,36,36,Mi Instan,Indomie Goreng
659,2023-03-19,CUST659,1,38,38,Kopi,ABC Coffee
660,2023-04-29,CUST660,2,24,48,Minuman,Aqua 600ml
661,2023-07-16,CUST661,4,38,152,Kopi,ABC Coffee
662,2023-12-22,CUST662,2,32,64,Sabun,Lux
663,2023-03-20,CUST663,4,50,200,Snack,Qtela
664,2023-12-28,CUST664,4,52,208,Susu,Ultra Milk
665,2023-04-20,CUST665,1,40,40,Sabun,Dettol
666,2023-02-02,CUST666,3,48,144,Minuman,Pocari Sweat
667,2023-08-01,CUST667,1,58,58,Susu,Bear Brand
668,2023-07-28,CUST668,3,24,72,Minuman,Aqua 600ml
669,2023-06-19,CUST669,4,60,240,Susu,Dancow
670,2023-10-05,CUST670,1,52,52,Susu,Ultra Milk
671,2023-08-27,CUST671,3,38,114,Kopi,ABC Coffee
672,2023-08-01,CUST672,2,35,70,Sabun,Lifebuoy
673,2023-02-01,CUST673,3,35,105,Sabun,Lifebuoy
674,2023-04-16,CUST674,1,48,48,Minuman,Pocari Sweat
675,2023-08-04,CUST675,2,34,68,Mi Instan,Sarimi Ayam
676,2023-07-19,CUST676,3,38,114,Mi Instan,Mie Sedaap Soto
677,2023-10-27,CUST677,3,30,90,Minuman,Teh Botol
678,2023-12-23,CUST678,3,38,114,Mi Instan,Mie Sedaap Soto
679,2023-01-11,CUST679,3,38,114,Mi Instan,Mie Sedaap Soto
680,2023-10-22,CUST680,3,52,156,Susu,Ultra Milk
681,2023-07-14,CUST681,2,42,84,Kopi,Kapal Api
682,2023-09-02,CUST682,4,45,180,Snack,Taro
683,2023-01-04,CUST683,2,40,80,Sabun,Dettol
684,2023-06-30,CUST684,2,60,120,Susu,Dancow
685,2023-06-02,CUST685,2,52,104,Susu,Ultra Milk
686,2023-07-19,CUST686,4,38,152,Kopi,ABC Coffee
687,2023-08-03,CUST687,1,24,24,Minuman,Aqua 600ml
688,2023-10-03,CUST688,4,45,180,Snack,Taro
689,2023-10-07,CUST689,2,40,80,Sabun,Dettol
690,2023-11-05,CUST690,3,48,144,Minuman,Pocari Sweat
691,2023-04-23,CUST691,3,32,96,Sabun,Lux
692,2023-09-07,CUST692,2,52,104,Susu,Ultra Milk
693,2023-04-23,CUST693,3,34,102,Mi Instan,Sarimi Ayam
694,2023-05-20,CUST694,2,50,100,Snack,Qtela
695,2023-08-12,CUST695,3,40,120,Kopi,Good Day
696,2023-09-06,CUST696,4,32,128,Sabun,Lux
697,2023-01-15,CUST697,1,40,40,Kopi,Good Day
698,2023-07-19,CUST698,1,50,50,Snack,Qtela
699,2023-06-22,CUST699,4,60,240,Susu,Dancow
700,2023-12-09,CUST700,4,55,220,Snack,Chitato
701,2023-12-14,CUST701,2,48,96,Minuman,Pocari Sweat
702,2023-07-27,CUST702,2,55,110,Snack,Chitato
703,2023-03-26,CUST703,2,38,76,Mi Instan,Mie Sedaap Soto
704,2023-08-28,CUST704,3,58,174,Susu,Bear Brand
705,2023-03-07,CUST705,2,40,80,Kopi,Good Day
706,2023-11-15,CUST706,4,40,160,Kopi,Good Day
707,2023-10-01,CUST707,1,52,52,Susu,Ultra Milk
708,2023-01-14,CUST708,3,30,90,Minuman,Teh Botol
709,2023-07-21,CUST709,2,32,64,Sabun,Lux
710,2023-10-31,CUST710,3,58,174,Susu,Bear Brand
711,2023-10-16,CUST711,3,60,180,Susu,Dancow
712,2023-12-06,CUST712,2,52,104,Susu,Ultra Milk
713,2023-01-14,CUST713,3,48,144,Minuman,Pocari Sweat
714,2023-02-12,CUST714,1,42,42,Kopi,Kapal Api
715,2023-11-26,CUST715,4,52,208,Susu,Ultra Milk
716,2023-08-08,CUST716,4,50,200,Snack,Qtela
717,2023-03-11,CUST717,1,42,42,Kopi,Kapal Api
718,2023-08-25,CUST718,3,35,105,Sabun,Lifebuoy
719,2023-04-04,CUST719,2,52,104,Susu,Ultra Milk
720,2023-01-26,CUST720,3,45,135,Snack,Taro
721,2023-05-14,CUST721,1,40,40,Kopi,Good Day
722,2023-07-14,CUST722,3,40,120,Kopi,Good Day
723,2023-06-17,CUST723,4,34,136,Mi Instan,Sarimi Ayam
724,2023-04-19,CUST724,3,58,174,Susu,Bear Brand
725,2023-08-21,CUST725,1,58,58,Susu,Bear Brand
726,2023-06-17,CUST726,4,40,160,Sabun,Dettol
727,2023-06-22,CUST727,3,55,165,Snack,Chitato
728,2023-07-14,CUST728,3,40,120,Sabun,Dettol
729,2023-05-23,CUST729,4,60,240,Susu,Dancow
730,2023-08-04,CUST730,2,24,48,Minuman,Aqua 600ml
731,2023-05-10,CUST731,4,38,152,Kopi,ABC Coffee
732,2023-02-11,CUST732,2,58,116,Susu,Bear Brand
733,2023-08-29,CUST733,1,32,32,Sabun,Lux
734,2023-01-10,CUST734,1,48,48,Minuman,Pocari Sweat
735,2023-10-04,CUST735,4,52,208,Susu,Ultra Milk
736,2023-01-27,CUST736,4,36,144,Mi Instan,Indomie Goreng
737,2023-06-29,CUST737,1,38,38,Mi Instan,Mie Sedaap Soto
738,2023-04-25,CUST738,2,34,68,Mi Instan,Sarimi Ayam
739,2023-11-29,CUST739,1,60,60,Susu,Dancow
740,2023-02-05,CUST740,4,35,140,Sabun,Lifebuoy
741,2023-11-30,CUST741,1,48,48,Minuman,Pocari Sweat
742,2023-01-21,CUST742,4,32,128,Sabun,Lux
743,2023-01-16,CUST743,4,34,136,Mi Instan,Sarimi Ayam
744,2023-05-07,CUST744,1,60,60,Susu,Dancow
745,2023-04-13,CUST745,2,52,104,Susu,Ultra Milk
746,2023-01-11,CUST746,3,35,105,Sabun,Lifebuoy
747,2023-11-15,CUST747,1,34,34,Mi Instan,Sarimi Ayam
748,2023-03-20,CUST748,3,42,126,Kopi,Kapal Api
749,2023-05-03,CUST749,1,52,52,Susu,Ultra Milk
750,2023-03-06,CUST750,3,42,126,Kopi,Kapal Api
751,2023-08-31,CUST751,2,42,84,Kopi,Kapal Api
752,2023-12-09,CUST752,2,34,68,Mi Instan,Sarimi Ayam
753,2023-02-28,CUST753,1,40,40,Sabun,Dettol
754,2023-10-16,CUST754,4,40,160,Sabun,Dettol
755,2023-04-22,CUST755,3,48,144,Minuman,Pocari Sweat
756,2023-08-27,CUST756,4,55,220,Snack,Chitato
757,2023-12-25,CUST757,4,38,152,Mi Instan,Mie Sedaap Soto
758,2023-05-12,CUST758,4,55,220,Snack,Chitato
759,2023-07-08,CUST759,2,40,80,Sabun,Dettol
760,2023-03-27,CUST760,1,58,58,Susu,Bear Brand
761,2023-11-07,CUST761,1,48,48,Minuman,Pocari Sweat
762,2023-11-07,CUST762,2,60,120,Susu,Dancow
763,2023-02-28,CUST763,2,32,64,Sabun,Lux
764,2023-03-25,CUST764,1,40,40,Kopi,Good Day
765,2023-06-09,CUST765,4,30,120,Minuman,Teh Botol
766,2023-02-25,CUST766,3,35,105,Sabun,Lifebuoy
767,2023-10-24,CUST767,3,36,108,Mi Instan,Indomie Goreng
768,2023-01-14,CUST768,3,36,108,Mi Instan,Indomie Goreng
769,2023-06-09,CUST769,4,24,96,Minuman,Aqua 600ml
770,2023-10-22,CUST770,1,40,40,Sabun,Dettol
771,2023-12-13,CUST771,2,30,60,Minuman,Teh Botol
772,2023-07-12,CUST772,1,45,45,Snack,Taro
773,2023-07-23,CUST773,4,52,208,Susu,Ultra Milk
774,2023-04-12,CUST774,2,58,116,Susu,Bear Brand
775,2023-02-08,CUST775,4,45,180,Snack,Taro
776,2023-10-31,CUST776,3,38,114,Mi Instan,Mie Sedaap Soto
777,2023-12-20,CUST777,3,30,90,Minuman,Teh Botol
778,2023-11-18,CUST778,4,60,240,Susu,Dancow
779,2023-05-05,CUST779,2,35,70,Sabun,Lifebuoy
780,2023-02-22,CUST780,2,40,80,Kopi,Good Day
781,2023-12-23,CUST781,1,38,38,Mi Instan,Mie Sedaap Soto
782,2023-06-04,CUST782,3,30,90,Minuman,Teh Botol
783,2023-12-17,CUST783,1,34,34,Mi Instan,Sarimi Ayam
784,2023-11-04,CUST784,1,52,52,Susu,Ultra Milk
785,2023-03-03,CUST785,4,55,220,Snack,Chitato
786,2023-10-17,CUST786,4,32,128,Sabun,Lux
787,2023-01-22,CUST787,1,55,55,Snack,Chitato
788,2023-06-27,CUST788,3,24,72,Minuman,Aqua 600ml
789,2023-09-30,CUST789,4,40,160,Kopi,Good Day
790,2023-08-08,CUST790,1,30,30,Minuman,Teh Botol
791,2023-12-05,CUST791,1,48,48,Minuman,Pocari Sweat
792,2023-07-09,CUST792,1,45,45,Snack,Taro
793,2023-02-05,CUST793,1,36,36,Mi Instan,Indomie Goreng
794,2023-09-17,CUST794,1,38,38,Mi Instan,Mie Sedaap Soto
795,2023-11-28,CUST795,1,55,55,Snack,Chitato
796,2023-06-24,CUST796,4,34,136,Mi Instan,Sarimi Ayam
797,2023-01-07,CUST797,3,42,126,Kopi,Kapal Api
798,2023-08-04,CUST798,1,34,34,Mi Instan,Sarimi Ayam
799,2023-09-08,CUST799,2,38,76,Mi Instan,Mie Sedaap Soto
800,2023-02-24,CUST800,4,24,96,Minuman,Aqua 600ml
801,2023-08-10,CUST801,4,50,200,Snack,Qtela
802,2023-07-05,CUST802,1,42,42,Kopi,Kapal Api
803,2023-11-22,CUST803,4,34,136,Mi Instan,Sarimi Ayam
804,2023-08-24,CUST804,1,38,38,Mi Instan,Mie Sedaap Soto
805,2023-12-29,CUST805,3,50,150,Snack,Qtela
806,2023-03-20,CUST806,3,45,135,Snack,Taro
807,2023-08-11,CUST807,4,35,140,Sabun,Lifebuoy
808,2023-04-01,CUST808,4,52,208,Susu,Ultra Milk
809,2023-09-25,CUST809,2,35,70,Sabun,Lifebuoy
810,2023-11-30,CUST810,4,52,208,Susu,Ultra Milk
811,2023-05-19,CUST811,2,42,84,Kopi,Kapal Api
812,2023-11-12,CUST812,3,42,126,Kopi,Kapal Api
813,2023-10-03,CUST813,3,24,72,Minuman,Aqua 600ml
814,2023-09-05,CUST814,1,36,36,Mi Instan,Indomie Goreng
815,2023-08-27,CUST815,3,60,180,Susu,Dancow
816,2023-08-12,CUST816,2,50,100,Snack,Qtela
817,2023-10-31,CUST817,4,40,160,Sabun,Dettol
818,2023-05-18,CUST818,1,34,34,Mi Instan,Sarimi Ayam
819,2023-06-15,CUST819,2,30,60,Minuman,Teh Botol
820,2023-05-06,CUST820,4,60,240,Susu,Dancow
821,2023-02-14,CUST821,1,55,55,Snack,Chitato
822,2023-05-23,CUST822,3,36,108,Mi Instan,Indomie Goreng
823,2023-08-19,CUST823,2,40,80,Kopi,Good Day
824,2023-05-05,CUST824,4,48,192,Minuman,Pocari Sweat
825,2023-08-26,CUST825,1,36,36,Mi Instan,Indomie Goreng
826,2023-10-19,CUST826,1,24,24,Minuman,Aqua 600ml
827,2023-11-09,CUST827,3,50,150,Snack,Qtela
828,2023-12-09,CUST828,4,38,152,Kopi,ABC Coffee
829,2023-07-14,CUST829,3,35,105,Sabun,Lifebuoy
830,2023-06-22,CUST830,3,38,114,Mi Instan,Mie Sedaap Soto
831,2023-01-15,CUST831,4,38,152,Mi Instan,Mie Sedaap Soto
832,2023-09-11,CUST832,4,40,160,Sabun,Dettol
833,2023-06-16,CUST833,4,52,208,Susu,Ultra Milk
834,2023-04-04,CUST834,2,38,76,Mi Instan,Mie Sedaap Soto
835,2023-09-07,CUST835,4,36,144,Mi Instan,Indomie Goreng
836,2023-04-19,CUST836,1,35,35,Sabun,Lifebuoy
837,2023-07-01,CUST837,3,35,105,Sabun,Lifebuoy
838,2023-05-13,CUST838,2,24,48,Minuman,Aqua 600ml
839,2023-06-24,CUST839,4,45,180,Snack,Taro
840,2023-05-24,CUST840,2,30,60,Minuman,Teh Botol
841,2023-11-02,CUST841,4,38,152,Mi Instan,Mie Sedaap Soto
842,2023-12-26,CUST842,2,34,68,Mi Instan,Sarimi Ayam
843,2023-05-22,CUST843,3,32,96,Sabun,Lux
844,2023-10-12,CUST844,3,42,126,Kopi,Kapal Api
845,2023-01-06,CUST845,1,38,38,Kopi,ABC Coffee
846,2023-09-22,CUST846,1,50,50,Snack,Qtela
847,2023-04-08,CUST847,4,32,128,Sabun,Lux
848,2023-02-13,CUST848,3,50,150,Snack,Qtela
849,2023-05-04,CUST849,2,38,76,Mi Instan,Mie Sedaap Soto
850,2023-07-28,CUST850,2,38,76,Kopi,ABC Coffee
851,2023-09-08,CUST851,2,55,110,Snack,Chitato
852,2023-10-12,CUST852,1,30,30,Minuman,Teh Botol
853,2023-05-04,CUST853,2,58,116,Susu,Bear Brand
854,2023-12-20,CUST854,1,58,58,Susu,Bear Brand
855,2023-09-01,CUST855,1,42,42,Kopi,Kapal Api
856,2023-11-27,CUST856,4,30,120,Minuman,Teh Botol
857,2023-12-31,CUST857,2,60,120,Susu,Dancow
858,2023-09-09,CUST858,2,60,120,Susu,Dancow
859,2023-08-18,CUST859,3,40,120,Sabun,Dettol
860,2023-01-09,CUST860,4,60,240,Susu,Dancow
861,2023-02-17,CUST861,3,34,102,Mi Instan,Sarimi Ayam
862,2023-05-31,CUST862,4,50,200,Snack,Qtela
863,2023-04-24,CUST863,2,32,64,Sabun,Lux
864,2023-07-27,CUST864,1,60,60,Susu,Dancow
865,2023-12-21,CUST865,1,30,30,Minuman,Teh Botol
866,2023-05-05,CUST866,1,60,60,Susu,Dancow
867,2023-06-06,CUST867,1,50,50,Snack,Qtela
868,2023-12-06,CUST868,1,48,48,Minuman,Pocari Sweat
